customer_id,First Month,Second Month,Third Month,Fourth Month,Fifth Month,Sixth Month
694,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
695,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER
696,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER
697,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER
698,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
699,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER
700,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER
701,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
702,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER
703,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
704,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
705,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER
706,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
707,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER
708,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER
709,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
710,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER
711,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
712,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER
713,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
714,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
715,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER
716,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
717,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
718,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER
719,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER
720,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER
721,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
722,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER
723,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER
724,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
725,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER
726,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER
727,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER
728,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
729,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
730,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
731,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER
732,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
733,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER
734,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
735,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
736,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
737,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
738,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER
739,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER
740,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER
741,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
742,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
743,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER
744,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER
745,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER
746,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER
747,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
748,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER
749,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
750,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
751,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
752,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER
753,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
754,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
755,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER
756,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER
757,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
758,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
759,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER
760,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
761,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
762,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
763,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
764,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER
765,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
766,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
767,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER
768,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER
769,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER
770,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER
771,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
772,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER
773,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
774,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
775,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
776,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
777,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER
778,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
779,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
780,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
781,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
782,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER
783,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER
784,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER
785,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER
786,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
787,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER
788,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER
789,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER
790,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
791,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
792,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER
793,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER
794,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
795,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER
796,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
797,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
798,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
799,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
800,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER
801,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER
802,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
803,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER
804,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
805,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER
806,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
807,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
808,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER
809,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
810,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
811,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
812,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER
813,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER
814,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
815,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER
816,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER
817,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
818,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
819,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER
820,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
821,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
822,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
823,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER
824,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER
825,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER
826,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER
827,HIGH VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER
828,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER
829,LOW VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER
830,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
831,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,LOW VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER
832,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,MEDIUM VALUE CUSTOMER,HIGH VALUE CUSTOMER,LOW VALUE CUSTOMER
